t_local;t_unix;ems_68_grid_power_feed_in_w;ems_68_grid_power_delivery_w;ems_68_battery_power_supply_w;ems_68_battery_power_demand_w;ems_68_pv_power_supply_w;ems_68_user_power_demand_w;ems_68_charge_point_power_demand_w;ems_68_heatpump_power_demand_w
2021-10-19T18:00:00+02:00;1634659200;12,52229906;58,59812175;682,5138957;10,21888379;113,43148;766,1621273;0;66,0604189
2021-10-19T18:15:00+02:00;1634660100;24,3813185;19,92589822;708,7594469;0;0,100329146;639,3281335;0;65,65197073
2021-10-19T18:30:00+02:00;1634661000;5,197875559;32,80696841;393,2726769;0;0;356,5595512;0;63,51006387
2021-10-19T18:45:00+02:00;1634661900;6,368960053;42,36738271;753,0811794;0;0;301,5237165;0;507,241958
2021-10-19T19:00:00+02:00;1634662800;37,61936849;68,02210735;699,6014713;0;0;401,2988178;0;309,3001714
2021-10-19T19:15:00+02:00;1634663700;21,21251226;34,80501826;879,8716715;0;0;827,908675;0;66,1232108
2021-10-19T19:30:00+02:00;1634664600;91,95692118;177,2268835;1858,047682;0;0;1877,920351;0;65,21220197
2021-10-19T19:45:00+02:00;1634665500;266,050222;349,4058078;1212,98893;0;0;1231,413531;0;64,24257764
2021-10-19T20:00:00+02:00;1634666400;99,18761399;130,4246465;723,0221283;0;0;690,0100868;0;64,40179791
2021-10-19T20:15:00+02:00;1634667300;3,921296678;39,18633616;580,7580163;0;0;466,2119895;0;166,354046
2021-10-19T20:30:00+02:00;1634668200;6,479689278;46,92786145;943,0041964;0;0;419,6463359;0;564,1194162
2021-10-19T20:45:00+02:00;1634669100;6,804293469;35,90241653;866,8846869;0;0;329,0714494;0;554,263398
2021-10-19T21:00:00+02:00;1634670000;7,827823959;48,77279916;542,6784366;0;0;513,7397224;0;65,37619305
2021-10-19T21:15:00+02:00;1634670900;2,573912427;43,64545776;508,7220091;0;0;485,3051282;0;64,91238628
2021-10-19T21:30:00+02:00;1634671800;5,603935108;47,19292616;439,2965763;0;0;415,7233592;0;65,06684356
2021-10-19T21:45:00+02:00;1634672700;8,129468881;33,21243667;378,7792695;0;0;338,3057295;0;65,16123979
2021-10-19T22:00:00+02:00;1634673600;4,265498921;18,39912032;228,1790841;0;0;178,3025045;0;65,28673816
2021-10-19T22:15:00+02:00;1634674500;5,017099895;21,57536219;224,182202;0;0;173,9479346;0;65,93311961
2021-10-19T22:30:00+02:00;1634675400;4,567123413;14,07983227;206,0445196;0;0;150,8741816;0;64,68216002
2021-10-19T22:45:00+02:00;1634676300;5,635567211;33,64377334;221,6627977;0;0;184,8262319;0;64,91687207
2021-10-19T23:00:00+02:00;1634677200;1,174435943;10,55840822;203,6292252;0;0;155,8778989;0;56,77697057
2021-10-19T23:15:00+02:00;1634678100;6,002682269;21,63918513;200,0275224;0;0;160,6995548;0;54,93165769
2021-10-19T23:30:00+02:00;1634679000;4,326086409;19,29875062;227,3536236;0;0;187,7678232;0;54,45725666
2021-10-19T23:45:00+02:00;1634679900;3,278102666;37,65344051;163,1441483;0;0;143,1406159;0;67,74599217
